Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Cici,2022,Berkun Oya,['Drama'],4,3.42,151,['Turkey'],Turkish,['Turkish'],8572,835,1027,"['Ayça Bingöl', 'Okan Yalabık', 'Fatih Artman', 'Funda Eryiğit', 'Nur Sürer', 'Olgun Şimşek', 'Yılmaz Erdoğan', 'İncinur Daşdemir', 'Şevval Balkan', 'Muttalip Müjdeci', 'Tansu Biçer', 'Aslı Işık', 'Çağla Naz Kargı', 'Artun Can Salman', 'Bartu Mutlu', 'Ali Buğra Bıyıkçı']",['Krek Film'],https://letterboxd.com//film/cici-2022/
365 Days,2020,"Barbara Białowąs, Tomasz Mandes","['Romance', 'Drama']",2,1.03,116,['Poland'],Polish,"['Polish', 'English', 'French', 'Italian']",138865,11339,4679,"['Anna-Maria Sieklucka', 'Michele Morrone', 'Bronisław Wrocławski', 'Otar Saralidze', 'Magdalena Lamparska', 'Natasza Urbańska', 'Grażyna Szapołowska', 'Tomasz Stockinger', 'Gianni Parisi', 'Mateusz Łasowski', 'Agnieszka Warchulska', 'Przemysław Sadowski', 'Michał Mikołajczak', 'Andrea Batti', 'Mateusz Grydlik', 'Natalia Janoszek', 'Tomasz Mandes', 'Blanka Lipińska', 'Ewa Lewandowska', 'Bartek Cierlica', 'Ewelina Plizga', 'Adrianna Bartkowska']","['Ekipa', 'Future Space', 'Next Film', 'TVN Group']",https://letterboxd.com//film/365-days-2020/
365 Days: This Day,2022,"Barbara Białowąs, Tomasz Mandes","['Drama', 'Romance']",2.5,1.07,111,['Poland'],Polish,"['Polish', 'English', 'Spanish', 'French', 'Italian']",35691,4958,1105,"['Anna-Maria Sieklucka', 'Michele Morrone', 'Simone Susinna', 'Magdalena Lamparska', 'Otar Saralidze', 'Natasza Urbańska', 'Ramón Langa', 'Ewa Kasprzyk', 'Dariusz Jakubowski', 'Tomasz Mandes', 'Blanka Lipińska', 'Natalia Siwiec', 'Karolina Pisarek', 'Robert Wabich', 'Sławomir Mandes', 'Rafał Iwaniuk']","['Ekipa', 'Future Space', 'Next Film', 'TVN Group']",https://letterboxd.com//film/365-days-this-day/
Anatomy of a Scandal,2022,S.J. Clarkson,['Drama'],3.5,3.31,270,"['USA', 'UK']",English,['English'],6342,713,936,"['Sienna Miller', 'Rupert Friend', 'Michelle Dockery', 'Naomi Scott', 'Josette Simon', 'Joshua McGuire', 'Sebastian Selwood', 'Amelia Bea Smith', 'Ben Radcliffe']","['David E. Kelley Productions', '3dot Productions', 'Made Up Stories', 'Endeavor Content', 'Anonymous Content']",https://letterboxd.com//film/anatomy-of-a-scandal/
The Tinder Swindler,2022,Felicity Morris,"['Documentary', 'Crime']",3,3.08,114,"['UK', 'USA']",English,['English'],141756,13819,13791,"['Shimon Yehuda Hayut', 'Cecilie Fjellhøy', 'Pernilla Sjöholm', 'Ayleen Charlotte', 'Kristoffer Kumar', 'Erlend Ofte Arntsen', 'Natalie Remøe Hansen']","['AGC Studios', 'RAW', 'Gaspin Media']",https://letterboxd.com//film/the-tinder-swindler/
Love Hard,2021,Hernán Jiménez,"['Comedy', 'Romance']",2.5,2.47,105,['USA'],English,['English'],146744,18168,16603,"['Nina Dobrev', 'Jimmy O. Yang', 'Darren Barnet', 'James Saito', 'Rebecca Staab', 'Harry Shum Jr.', 'Mikaela Hoover', 'Matty Finochio', 'Heather McMahan', 'Fletcher Donovan', 'Kwasi Thomas', 'Sean Depner', 'Debbie Podowski', 'Seth Whittaker', 'C. Ernst Harth', 'Cecilly Day', 'Dean Petriw', 'Mel Tuck', 'Sue Sparlin', 'Balinder Johal', 'Peter Ciuffa', 'Althea Kaye', 'Wonita Joy', 'Eric Pollins', 'Andrew Zachar', 'Darien Martin', 'Alexandra Lainfiesta', 'Shaquan Lewis', 'Marco Walker-Ng', 'Kurtis Szarka', 'Jacqueline Ann Steuart', 'Lee Shan Gibson']",['Wonderland Sound and Vision'],https://letterboxd.com//film/love-hard/
After We Collided,2020,Roger Kumble,"['Drama', 'Romance']",2.5,1.42,105,['USA'],English,['English'],103553,10368,6330,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Dylan Sprouse', 'Louise Lombard', 'Charlie Weber', 'Candice King', 'Shane Paul McGhie', 'Rob Estes', 'Inanna Sarkis', 'Selma Blair', 'Samuel Larsen', 'Khadijha Red Thunder', 'Max Ragone', 'Dylan Arnold', 'Karimah Westbrook', 'John Jackson Hunter', 'Pia Mia', 'Ariel Yasmine', 'Stefan Rollins', 'Clay Neal', 'Constance Payne', 'Vince Pisani', 'Jon W. Sparks', 'Davin Allen Grindstaff', 'Vanessa Dubasso', 'Sarah Rossman', 'Anna Todd', 'Beatrice Kumble', 'Taylor Conrod', 'Marisol Correa']","['Voltage Pictures', 'Offspring Entertainment', 'Frayed Pages Entertainment', 'Wattpad']",https://letterboxd.com//film/after-we-collided/
Suicide Squad,2016,David Ayer,"['Adventure', 'Action', 'Fantasy']",3.5,2.01,123,['USA'],English,"['English', 'Japanese', 'Spanish']",1549116,111603,147790,"['Will Smith', 'Jared Leto', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis', 'Jai Courtney', 'Jay Hernandez', 'Adewale Akinnuoye-Agbaje', 'Cara Delevingne', 'Ike Barinholtz', 'Scott Eastwood', 'Adam Beach', 'Karen Fukuhara', 'Common', 'David Harbour', 'Jim Parrack', 'Alex Meraz', 'Corina Calderon', 'Ben Affleck', 'Ezra Miller', 'Robin Atkin Downes', 'Shailyn Pierre-Dixon', 'Matt Baram', 'Alain Chanoine', 'Ted Whittall', 'Michael Murray', 'Jaime FitzSimons', 'Christopher Dyson', 'Bambadjan Bamba', 'Robert B. Kennedy', 'Billy Otis', 'James McGowan', 'Derek Perks', 'Aidan Devine', 'Andrew Bee', 'Clive McLean', 'Frank J. Zupancic', 'Kent Sheridan', 'Roger Shank', 'Dwight Ireland', 'Amanda Brugel', 'Peter Tufford Kennedy', 'Rosemary De Los Santos', 'Kevin Hanchard', 'Joel Lacoursiere', 'Jameson Kraemer', 'Ho Chow', 'Birgitte Solem', 'Kevin Vance', 'Tyler Grey', 'Nathan Brown', 'Kenneth Choi', 'Nicolas Van Burek', 'Agueda Cardenas', 'Daniela Uruena', 'Nicolas Uruena', 'Ariane Bellamar', 'Murray Urquhart', 'Tim Ajro', 'Devlin Anderson', 'Briana Andrade-Gomes', 'Raffi Atamian', 'John Byers', 'Heather Byrne', 'Corey Chainey', 'Shak Chaudhry', 'James Chilli Chillingworth', 'Andrew Christie', 'Alex Chung', 'Gavin R. Downes', 'Reid Eastwood', 'Scott Edgecombe', 'Brendan Egan', 'Jeff Ellenberger', 'Tatyana Figueiredo', ""Gary 'Si-Jo' Foo"", 'Tazito Garcia', 'Brianna Goldie', 'William Hainsworth', 'Shawn J. Hamilton', 'Shane Harbinson', 'Fatimah Hassan', 'Dexter Howe', 'Mellanie Hubert', 'David Ingram', 'Shane Clinton Jarvis', 'Sergio Kato', 'Kevin Kent', 'Martin Kessler', 'Melissa Lem', 'John MacDonald', 'Stephanie Manchulenko', 'Matthew Mease', 'Christopher Meneses', 'Valiant Michael', 'Sabine Mondestin', 'Justin Moses', 'Drew Moss', 'Afsheen Olyaie', 'Dan Petronijevic', 'Alisha Phillips', 'Tamina Pollack-Paris', 'Michael Prather', 'Dennisha Pratt', 'Asad Que', 'Mark Quigley', 'Darryl Quon', 'Hugh Scott', 'Attila Sebesy', 'Rick Silver', 'Connor Skific', 'Amos Stern', 'Goran Stjepanovic', 'Vivienne Taylor', 'Jasmine Renée Thomas', 'Alen Toric', 'Dallas Wade', 'Joe Warshaw', 'James Weicht', 'Taylor Hanson Whittaker', 'Robert L. Wilson', 'Ryan Groves', 'Tony Watt', 'Henry Duval']","['Warner Bros. Pictures', 'RatPac Entertainment', 'DC Films', 'Atlas Entertainment']",https://letterboxd.com//film/suicide-squad-2016/
The Suicide Squad,2021,James Gunn,"['Action', 'Adventure', 'Comedy']",3.5,3.52,132,['USA'],English,"['English', 'French', 'Spanish']",1177967,173384,331575,"['Margot Robbie', 'Idris Elba', 'John Cena', 'Joel Kinnaman', 'Sylvester Stallone', 'Viola Davis', 'David Dastmalchian', 'Daniela Melchior', 'Michael Rooker', 'Jai Courtney', 'Peter Capaldi', 'Alice Braga', 'Pete Davidson', 'Joaquín Cosío', 'Juan Diego Botto', 'Storm Reid', 'Nathan Fillion', 'Taika Waititi', 'Steve Agee', 'Sean Gunn', 'John Ostrander', 'Flula Borg', 'Mayling Ng', 'Stephen Blackehart', 'Tinashe Kajese', 'Jennifer Holland', 'Fernando Martinez', 'Dee Bradley Baker', 'Jaws', 'Crisp Ratt', 'Natalia Safran', 'Jared Leland Gore', 'Rey Hernandez', 'Ray Benitez', 'Reinaldo Faberlle', 'Jonathan Fritschi', 'Josh Ventura', 'Gerardo Davila', 'Mikaela Hoover', 'Lynne Ashe', 'Julio Cesar Ruiz', 'J.R. Adduci', 'Curtis Lyons Jr.', 'Maya Le Clark', 'Elideusa Gomes Almeida', 'Shanna Kernan', 'Bridget Taylor', 'Monica Rivera', 'Andrea Andrade', 'Giovanni Rodriguez', 'Giovannie Cruz', 'Sergio Carlo', 'Edgar Zanabria', 'Grecia Balboa', 'Kenneth Trujillo', 'Randy Havens', 'Michelle Civile', 'Gabrielle Manning', 'Michael Aaron Milligan', 'Diany Rodriguez', 'Teresita Mans', 'Terence Rosemore', 'Lloyd Kaufman', 'Pom Klementieff', 'Victoria Paige Watkins']","['DC Films', 'Atlas Entertainment', 'The Safran Company', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-suicide-squad/
Blue Miracle,2021,Julio Quintana,"['Family', 'Adventure', 'Drama']",3,2.94,95,"['Mexico', 'USA']",English,['English'],5586,1127,761,"['Jimmy Gonzales', 'Dennis Quaid', 'Anthony Gonzalez', 'Bruce McGill', 'Raymond Cruz', 'Dana Wheeler-Nicholson', 'Fernanda Urrejola', 'Nathan Arenas', 'Chris Doubek', 'Isaac Arellanes', 'Frank Gallegos', 'Miguel Ángel García', 'Silverio Palacios', 'Tom Clark', 'Steve Gutierrez']","['Third Coast Content', 'Endeavor Content', 'Mucho Mas Media', 'Provident Films', 'Reserve Entertainment']",https://letterboxd.com//film/blue-miracle/
Paper Lives,2021,Can Ulkay,['Drama'],3,2.96,96,['Turkey'],Turkish,['Turkish'],14020,1283,1387,"['Çağatay Ulusoy', 'Emir Ali Dogrul', 'Ersin Arıcı', 'Turgay Tanülkü', 'Selen Öztürk', 'Tomris Çetinel']","['OGM Pictures', 'OG Medya']",https://letterboxd.com//film/paper-lives/
Extinct,2021,David Silverman,"['Comedy', 'Adventure', 'Family', 'Animation']",3,2.43,85,"['Canada', 'China', 'UK']",English,['English'],4003,1117,358,"['Adam Devine', 'Rachel Bloom', 'Zazie Beetz', 'Ken Jeong', 'Jim Jefferies', ""Catherine O'Hara"", 'Reggie Watts', 'Henry Winkler', 'Alex Borstein', 'Benedict Wong', 'Julia Chan', 'Tom Hollander', 'Richard Kind', 'Steve Aoki', 'Nick Frost', 'Jon Lovitz', 'Sydney Malmberg Liu', 'Maria Bamford', 'Raymond S. Persi', 'Terry Gross', 'David Silverman', 'Kelly Hu', 'Tom Kenny', 'Jason Hightower', 'Kevin Michael Richardson', 'Brenden P. Hill', 'Wilhelm Boyens']","['China Lion Entertainment Production', 'Cinesite Animation', 'HB Wink Animation', 'Timeless Films', 'Tolerable Entertainment', 'Huayi Brothers Pictures', 'Huayi Tencent Entertainment Company']",https://letterboxd.com//film/589062/
Euphoria: Trouble Don't Last Always,2020,Sam Levinson,['Drama'],4,4.13,57,['USA'],English,['English'],246072,15553,70747,"['Zendaya', 'Colman Domingo', 'Hunter Schafer', 'Marsha Gambles']","['HBO', 'A24']",https://letterboxd.com//film/euphoria-trouble-dont-last-always/
Angela's Christmas,2017,Damien O'Connor,"['Animation', 'Family']",4,3.13,30,"['Ireland', 'Canada']",English,['English'],5261,1179,687,"[""Lucy O'Connell"", 'Ruth Negga', 'Brian Gleeson', 'Pat Kinevane', 'Malachy McCourt', 'Janet Moran', 'Des Nealon', 'Don Wycherley']",['Brown Bag Films'],https://letterboxd.com//film/angelas-christmas/
Angela's Christmas Wish,2020,Damien O'Connor,"['Animation', 'Family']",3.5,3.3,47,"['USA', 'Ireland']",English,['English'],2004,715,359,"[""Lucy O'Connell"", 'Ruth Negga', 'Moe Dunford', 'Pat Kinevane', 'Jared Harris', 'Caitríona Balfe']",['Brown Bag Films'],https://letterboxd.com//film/angelas-christmas-wish/
All Together Now,2020,Brett Haley,['Drama'],3.5,3.0,92,['USA'],English,['English'],10192,2257,1490,"[""Auli'i Cravalho"", 'Rhenzy Feliz', 'Justina Machado', 'Judy Reyes', 'Anthony Jacques', 'Gerald Isaac Waters', 'Taylor Richardson', 'Fred Armisen', 'Carol Burnett', 'C.S. Lee', 'Maria Park', 'Eun-Chung Martha Han', 'Jerzy Gwiazdowski', 'Max Gail', 'Darius Pierce', 'Kurt Conroyd', 'Linda Lee McBride', 'Michael J. Prosser', 'Ayanna Berkshire', 'Peter Simpson', 'Leigh Guyer', 'Tierra Valentine', 'Haley Talbot', 'Katie O’Grady', 'Lolly Ward', 'Roxanne Stathos', 'Doug Kelly', 'Seunghee Ji', 'Eunshil Kwak', 'Karen Ghim', 'HaeSung Fuller']","['The Gotham Group', 'Temple Hill Entertainment']",https://letterboxd.com//film/all-together-now-2020/
After,2019,Jenny Gage,"['Drama', 'Romance']",2.5,1.49,106,['USA'],English,['English'],201962,17657,12230,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Shane Paul McGhie', 'Khadijha Red Thunder', 'Dylan Arnold', 'Samuel Larsen', 'Inanna Sarkis', 'Selma Blair', 'Pia Mia', 'Swen Temmel', 'Meadow Williams', 'Peter Gallagher', 'Jennifer Beals', 'Michael Hull', 'Sarah Jorge León', 'Chris Kontopidis', 'Rebecca Lee Robertson', 'Shannon Mayers', 'Byron Wigfall', 'John Evanko', 'Mark Axelowitz', 'Paul Fox', 'Matthew Ezell']","['CalMaple Films', 'Wattpad', 'Offspring Entertainment', 'Diamond Film Productions', 'Voltage Pictures', 'Frayed Pages Entertainment']",https://letterboxd.com//film/after-2019/
Unorthodox,2020,Maria Schrader,['Drama'],5,3.92,213,['Germany'],German,"['German', 'Yiddish', 'English']",57425,5009,11955,"['Shira Haas', 'Amit Rahav', 'Jeff Wilbusch', 'Alex Reid', 'Delia Mayer', 'Ronit Asheri', 'Aaron Altaras', 'Dina Doron', 'David Mandelbaum', 'Gera Sandler', 'Lili Rosen', 'Tamar Amit-Joseph', 'Felix Mayr', 'Safinaz Sattar', 'Langston Uibel', 'Aziz Dyab']","['Studio Airlift', 'Real Film Berlin']",https://letterboxd.com//film/unorthodox-2020/
If Anything Happens I Love You,2020,"Will McCormack, Michael Govier","['Drama', 'Animation']",5,3.81,12,['USA'],English,"['English', 'No spoken language']",166124,16514,34845,nan,"['Gilbert Films', 'Oh Good Productions', 'Le Train Train']",https://letterboxd.com//film/if-anything-happens-i-love-you/
All the Bright Places,2020,Brett Haley,"['Drama', 'Romance']",3,2.85,108,['USA'],English,['English'],195467,22752,32901,"['Elle Fanning', 'Justice Smith', 'Alexandra Shipp', ""Kelli O'Hara"", 'Lamar Johnson', 'Virginia Gardner', 'Felix Mallard', 'Sofia Hasmik', 'Keegan-Michael Key', 'Luke Wilson', 'Chris Grace', 'John Ivers', 'Sharon Ivers', 'Isabella Fay', 'Nicole Forester', 'Sara Katrenich', 'Alex Haydon', 'Jonathan Schaffer', 'Brian Andrus', 'Ming Wang']","['Echo Lake Entertainment', 'Mazur / Kaplan Company']",https://letterboxd.com//film/all-the-bright-places/
The Way We Are,2020,Caner Özyurtlu,"['Comedy', 'Drama']",2.5,2.67,121,['Turkey'],Turkish,['Turkish'],14766,577,619,"['Berrak Tüzünataç', 'Engin Öztürk', 'Şebnem Bozoklu', 'Özge Özpirinçci', 'Meriç Aral', 'Boran Kuzum', 'Hümeyra', 'Burak Altay', 'Barış Yıldız', 'Melih Düzenli', 'Serkan Keskin']",['CJ Entertainment Turkey'],https://letterboxd.com//film/the-way-we-are-2020-1/
Bombshell,2019,Jay Roach,['Drama'],3.5,3.09,109,"['Canada', 'USA']",English,['English'],230724,33283,31081,"['Charlize Theron', 'Margot Robbie', 'Nicole Kidman', 'John Lithgow', 'Allison Janney', 'Malcolm McDowell', 'Kate McKinnon', 'Connie Britton', 'Liv Hewson', 'Brigette Lundy-Paine', 'Rob Delaney', 'Mark Duplass', 'Stephen Root', 'Robin Weigert', 'Amy Landecker', 'Mark Moses', 'Nazanin Boniadi', 'Ben Lawson', 'Josh Lawson', 'Alanna Ubach', 'Andy Buckley', 'Brooke Smith', 'Bree Condon', ""D'Arcy Carden"", 'London Fuller', 'Sedona Fuller', 'Kevin Dorff', 'Richard Kind', 'Michael Buie', 'Marc Evan Jackson', 'Anne Ramsay', 'Jennifer Morrison', 'Ashley Greene', ""Ahna O'Reilly"", 'Lisa Canning', 'Elisabeth Röhm', 'Alice Eve', 'Rachael Drummond', 'Katie Aselton', 'P.J. Byrne', 'Spencer Garrett', 'Mandy Fabian', 'Tony Plana', 'John Rothman', 'John Hartmann', 'Deb Hiett', 'Tricia Helfer', 'Bonnie Dennison', 'Madeline Zima', 'Marla Garlin', 'Eric Zuckerman', 'Lennon Parham', 'Trevor Guttmann', 'Eric Winzenried', 'Scott C. Roe', 'Brad Morris', 'Ross Mackenzie', 'Scott Beehner', 'Ben Harris', 'Megan Grano', 'Todd Aaron Brotze', 'B.J. Bales', 'Stephanie Styles', 'Jon Gabrus', 'Allan Havey', 'Allan Graf', 'Faryn Einhorn', 'Lawrence Dodson', 'John Atkins', 'Daniel Prok', 'Savannah Judy', 'Luke Judy', 'Brianna Barnes', 'Adam Bhukk', 'Rocky Bonifield', 'Laura Linda Bradley', 'Jonathan Bray', 'Ben Cain', 'Lara Clear', 'Wayne Cole', 'Andrew Constantini', 'Sabrina Cooke', 'Stephen Corliss', ""Brian d'Arcy James"", 'Diane Dehn', 'Troy Dillinger', 'Cambell Dodson', 'Katelynn Dubow', 'Doc Farrow', 'Erin Flannery', 'Roslyn Gentle', 'Matthew Gold', 'Greg Haines', 'Henry Miller Hansen', 'Leland Heflin', 'Philip Hersh', 'Kimberly L. Jackson', 'Karina Junker', 'Anita Kalathara', 'Robert Keller', 'Bryan King', 'Punnavith Koy', 'Matt Laydon', 'April Lind', 'Victoria Marie', 'April Martucci', 'Jenelle McKee', 'Angela Ann Palermo', 'Rickie Peete', 'Geoff Pilkington', 'Victoria Profeta', 'Ronald Reagan', 'Christian Roberts', 'Az Rudman', 'Brent Schneiders', 'Elizabeth Anne Stocks', 'Holland Taylor', 'Melissa Taylor', 'Gina Tleel', 'Donald Trump', 'Kalina Vanska', 'Tiffany Villalobos', 'Rowena Whitson', 'Ben Woodall']","['Lighthouse Management + Media', 'Denver and Delilah Productions', 'Bron Studios', 'Annapurna Pictures', 'Creative Wealth Media Finance', 'Lionsgate', 'Endeavor Content']",https://letterboxd.com//film/bombshell-2019/
Holiday Secrets,2019,Samira Radsi,['Drama'],2.5,3.3,102,['Germany'],German,"['German', 'Italian']",483,137,74,"['Corinna Harfouch', 'Christiane Paul', 'Svenja Jung', 'Leonie Benesch', 'Hans-Uwe Bauer', 'Golo Euler', 'Thilo Prothmann', 'Tilda Jenkins']",['Sommerhaus Filmproduktion'],https://letterboxd.com//film/holiday-secrets/
Miracle in Cell No. 7,2019,Mehmet Ada Öztekin,['Drama'],4.5,3.66,132,['Turkey'],Turkish,['Turkish'],81630,6918,14003,"['Aras Bulut İynemli', 'Nisa Sofiya Aksongur', 'İlker Aksum', 'Mesut Akusta', 'Yıldıray Şahinler', 'Yurdaer Okur', 'Sarp Akkaya', 'Deniz Baysal', 'Deniz Celiloğlu', 'Ferit Kaya', 'Doğukan Polat', 'Emre Yetim', 'Serhan Onat', 'Gülçin Kültür Şahin', 'Serdar Akülker', 'Hayal Köseoğlu', 'Nadi Güler', 'Özgür Dereli', 'Cankat Aydos', 'Serhat Üstündağ', 'Basri Albayrak', 'Özgür Avşar', 'Mert Zaim', 'Celile Toyon', 'Mustafa Dok', 'Botan Aslan']","['Lanistar Media', 'Motion Content Group', 'CJ Entertainment Turkey']",https://letterboxd.com//film/miracle-in-cell-no-7-2019-1/
The Platform,2019,Galder Gaztelu-Urrutia,"['Drama', 'Science Fiction', 'Thriller']",2.5,3.26,95,['Spain'],Spanish,['Spanish'],609133,53901,110717,"['Iván Massagué', 'Antonia San Juan', 'Zorion Eguileor', 'Emilio Buale', 'Alexandra Masangkay', 'Zihara Llana', 'Mario Pardo', 'Algis Arlauskas', 'Txubio Fernández de Jáuregui', 'Eric Goode', 'Óscar Oliver', 'Chema Trujillo', 'Miriam Martín', 'Gorka Zufiaurre', 'Miriam K. Martxante', 'Miren Gaztañaga', 'Braulio Cortés', 'Javier Mediavilla', 'Álvaro Orellana', 'Juan Dopico', 'Lian Xushao']","['Basque Films', 'Mr. Miyagi', 'EiTB', 'TVE']",https://letterboxd.com//film/the-platform/
Toy Story,1995,John Lasseter,"['Comedy', 'Animation', 'Family', 'Adventure']",4,4.13,81,['USA'],English,['English'],2305994,190490,587529,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'John Morris', 'Erik von Detten', 'Laurie Metcalf', 'R. Lee Ermey', 'Sarah Freeman', 'Penn Jillette', 'Jack Angel', 'Spencer Aste', 'Greg Berg', 'Lisa Bradley', 'Kendall Cunningham', 'Debi Derryberry', 'Cody Dorkin', 'Bill Farmer', 'Craig Good', 'Gregory Grudt', 'Danielle Judovits', 'Sam Lasseter', 'Brittany Levenbrown', 'Sherry Lynn', 'Scott McAfee', 'Mickie McGowan', ""Ryan O'Donohue"", 'Jeff Pidgeon', 'Patrick Pinney', 'Phil Proctor', 'Jan Rabson', 'Joe Ranft', 'Andrew Stanton', 'Shane Sweet', 'John Lasseter', 'Jonathan Benair', 'Anthony Burch']",['Pixar'],https://letterboxd.com//film/toy-story/
Toy Story 2,1999,John Lasseter,"['Family', 'Animation', 'Comedy']",4,3.93,92,['USA'],English,['English'],1683216,138236,342318,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Kelsey Grammer', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'Wayne Knight', 'John Morris', 'Laurie Metcalf', 'Estelle Harris', 'R. Lee Ermey', 'Jodi Benson', 'Jonathan Harris', 'Joe Ranft', 'Andrew Stanton', 'Jeff Pidgeon', 'Jack Angel', 'Bob Bergen', 'Mary Kay Bergman', 'Sheryl Bernstein', 'Rodger Bumpass', 'Corey Burton', 'Rachel Davey', 'Debi Derryberry', 'Jessica Evans', 'Bill Farmer', 'Pat Fraley', 'Jess Harnell', 'John Lasseter', 'Nicolette Little', 'Sherry Lynn', 'Mickie McGowan', 'Phil Proctor', 'Jan Rabson', 'Carly Schroeder', 'Madylin Sweeten', 'Hannah Unkrich', 'Lee Unkrich', 'Andi Peters', 'Dave Foley', 'Frank Welker']",['Pixar'],https://letterboxd.com//film/toy-story-2/
Toy Story 3,2010,Lee Unkrich,"['Comedy', 'Animation', 'Family']",4,3.99,103,['USA'],English,"['English', 'Spanish']",1740823,165589,378525,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Don Rickles', 'Wallace Shawn', 'John Ratzenberger', 'Estelle Harris', 'Blake Clark', 'Jeff Pidgeon', 'Ned Beatty', 'Michael Keaton', 'Jodi Benson', 'John Morris', 'Emily Hahn', 'Timothy Dalton', 'Kristen Schaal', 'Jeff Garlin', 'Bonnie Hunt', 'Whoopi Goldberg', 'Jack Angel', 'John Cygan', 'Jan Rabson', 'Laurie Metcalf', 'Lori Alan', 'Bea Miller', 'R. Lee Ermey', 'Teddy Newton', 'Richard Kind', 'Bud Luckey', 'Javier Fernández-Peña', 'Charlie Bright', 'Amber Kroner', 'Brianna Maiwand', 'Erik von Detten', 'Jack Willis', 'Woody Smith', 'Carlos Alazraqui', 'Teresa Ganzel', 'Jess Harnell', 'Danny Mann', 'Mickie McGowan', 'Laraine Newman', ""Colleen O'Shaughnessey"", 'Bob Peterson', 'Jerome Ranft', 'Lee Unkrich', 'Colette Whitaker', 'Constantino Bravos', 'Taiana Huff', 'Adam Joshua Jastrow', 'Leo Jergovic', 'Theodore F. Kayser', 'Gia Michailidis', 'Nikolas Michailidis', 'Aramé Scott', 'Hannah Unkrich', 'Godfrey Gao', 'Sherry Lynn', 'Jim Ward', 'Frank Welker']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/toy-story-3/
Toy Story 4,2019,Josh Cooley,"['Adventure', 'Comedy', 'Fantasy', 'Animation', 'Family']",3.5,3.45,100,['USA'],English,['English'],1163776,136611,215966,"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale', 'Keegan-Michael Key', 'Madeleine McGraw', 'Christina Hendricks', 'Jordan Peele', 'Keanu Reeves', 'Ally Maki', 'Jay Hernandez', 'Lori Alan', 'Joan Cusack', 'Bonnie Hunt', 'Kristen Schaal', 'Emily Davis', 'Wallace Shawn', 'John Ratzenberger', 'Blake Clark', 'June Squibb', 'Carl Weathers', 'Lila Sage Bromley', 'Don Rickles', 'Jeff Garlin', 'Maliah Bargas-Good', 'Jack McGraw', 'Juliana Hansen', 'Estelle Harris', 'Laurie Metcalf', 'Steve Purcell', 'Mel Brooks', 'Alan Oppenheimer', 'Carol Burnett', 'Betty White', 'Carl Reiner', 'Bill Hader', 'Patricia Arquette', 'Timothy Dalton', 'Flea', 'Melissa Villaseñor', 'Jeff Pidgeon', 'John Morris']","['Walt Disney Pictures', 'Pixar']",https://letterboxd.com//film/toy-story-4/
Turkish Ice Cream,2019,Can Ulkay,"['Drama', 'History', 'War']",4,3.04,120,['Turkey'],Turkish,"['Turkish', 'English']",5848,300,279,"['Erkan Kolçak Köstendil', 'Ali Atay', 'Şebnem Bozoklu', 'Will Thorp', 'James Farley', 'Caner Kurtaran', 'Marlene Matthews', 'Tristan Alexander', 'Alma Terzić', 'Carl Wharton', 'İsmail Hacıoğlu', 'Zekeriya Karakaş', 'Virgile Mangiavillano', 'Kaan Yabas']",['Dijital Sanatlar'],https://letterboxd.com//film/turkish-ice-cream/
A Dog's Way Home,2019,Charles Martin Smith,"['Drama', 'Adventure', 'Family']",3,2.75,96,"['China', 'USA']",English,['English'],19795,3634,2723,"['Ashley Judd', 'Jonah Hauer-King', 'Edward James Olmos', 'Alexandra Shipp', 'Chris Bauer', 'Barry Watson', 'Motell Gyn Foster', 'Wes Studi', 'Bryce Dallas Howard', 'John Cassini', 'Brian Markinson', 'Patrick Gallagher', 'Broadus Mattison', 'Rolando Boyce', 'Cesar de León', 'Ben Immanuel', 'Lucia Walters', 'Camille Sullivan', 'Tammy Gillis', 'Rob LaBelle', 'Spencer Drever', 'Sean Quan', 'Farrah Aviva', 'Lane Edwards', 'Kimi Alexander']","['Bona Film Group', 'Pariah', 'Columbia Pictures']",https://letterboxd.com//film/a-dogs-way-home/
